DateTime,PV,Grid,Load
12/12/2025 16:20,239,3722,3961
12/12/2025 16:25,168,3767,3935
12/12/2025 16:30,106,4924,5030
12/12/2025 16:35,39,4485,4524
12/12/2025 16:40,0,3967,3967
12/12/2025 16:45,0,4021,4021
12/12/2025 16:50,0,3965,3965
12/12/2025 16:55,0,4136,4136
12/12/2025 17:00,0,4646,4646
12/12/2025 17:05,0,4629,4629
12/12/2025 17:10,0,4695,4695
12/12/2025 17:15,0,4562,4562
12/12/2025 17:20,0,4615,4615
12/12/2025 17:25,0,5061,5061
12/12/2025 17:30,0,4508,4508
12/12/2025 17:35,0,4467,4467
12/12/2025 17:40,0,5597,5597
12/12/2025 17:45,0,4454,4454
12/12/2025 17:50,0,4579,4579
12/12/2025 17:55,0,4511,4511
12/12/2025 18:00,0,4500,4500
12/12/2025 18:05,0,2785,2785
12/12/2025 18:10,0,2831,2831
12/12/2025 18:15,0,2817,2817
12/12/2025 18:20,0,3265,3265
12/12/2025 18:25,0,3338,3338
12/12/2025 18:30,0,2821,2821
12/12/2025 18:35,0,2890,2890
12/12/2025 18:40,0,2564,2564
12/12/2025 18:45,0,2578,2578
12/12/2025 18:50,0,2582,2582
12/12/2025 18:55,0,2858,2858
12/12/2025 19:00,0,2089,2089
12/12/2025 19:05,0,1967,1967
12/12/2025 19:10,0,1938,1938
12/12/2025 19:15,0,1994,1994
12/12/2025 19:20,0,1926,1926
12/12/2025 19:25,0,2278,2278
12/12/2025 19:30,0,2027,2027
12/12/2025 19:35,0,1936,1936
12/12/2025 19:40,0,1927,1927
12/12/2025 19:45,0,1930,1930
12/12/2025 19:50,0,1914,1914
12/12/2025 19:55,0,2059,2059
12/12/2025 20:00,0,1964,1964
12/12/2025 20:05,0,1976,1976
12/12/2025 20:10,0,1946,1946
12/12/2025 20:15,0,1969,1969
12/12/2025 20:20,0,1967,1967
12/12/2025 20:25,0,2072,2072
12/12/2025 20:30,0,1977,1977
12/12/2025 20:35,0,1988,1988
12/12/2025 20:40,0,1979,1979
12/12/2025 20:45,0,1988,1988
12/12/2025 20:50,0,2039,2039
12/12/2025 20:55,0,1923,1923
12/12/2025 21:00,0,1915,1915
12/12/2025 21:05,0,1924,1924
12/12/2025 21:10,0,2298,2298
12/12/2025 21:15,0,1936,1936
12/12/2025 21:20,0,2026,2026
12/12/2025 21:25,0,1916,1916
12/12/2025 21:30,0,1914,1914
12/12/2025 21:35,0,2390,2390
12/12/2025 21:40,0,2526,2526
12/12/2025 21:45,0,2633,2633
12/12/2025 21:50,0,2062,2062
12/12/2025 21:55,0,2506,2506
12/12/2025 22:00,0,2313,2313
12/12/2025 22:05,0,1958,1958
12/12/2025 22:10,0,2325,2325
12/12/2025 22:15,0,2090,2090
12/12/2025 22:20,0,2324,2324
12/12/2025 22:25,0,1897,1897
12/12/2025 22:30,0,2685,2685
12/12/2025 22:35,0,2341,2341
12/12/2025 22:40,0,2330,2330
12/12/2025 22:45,0,2438,2438
12/12/2025 22:50,0,1889,1889
12/12/2025 22:55,0,1837,1837
12/12/2025 23:00,0,1804,1804
12/12/2025 23:05,0,1784,1784
12/12/2025 23:10,0,1965,1965
12/12/2025 23:15,0,2217,2217
12/12/2025 23:20,0,1824,1824
12/12/2025 23:25,0,1830,1830
12/12/2025 23:30,0,1819,1819
12/12/2025 23:35,0,1818,1818
12/12/2025 23:40,0,2375,2375
12/12/2025 23:45,0,1821,1821
12/12/2025 23:50,0,1830,1830
12/12/2025 23:55,0,1824,1824
12/13/2025 00:00,0,1756,1756
12/13/2025 00:05,0,1767,1767
12/13/2025 00:10,0,1878,1878
12/13/2025 00:15,0,2220,2220
12/13/2025 00:20,0,2142,2142
12/13/2025 00:25,0,1762,1762
12/13/2025 00:30,0,1760,1760
12/13/2025 00:35,0,1888,1888
12/13/2025 00:40,0,1758,1758
12/13/2025 00:45,0,1810,1810
12/13/2025 00:50,0,2259,2259
12/13/2025 00:55,0,1816,1816
12/13/2025 01:00,0,1820,1820
12/13/2025 01:05,0,1930,1930
12/13/2025 01:10,0,1819,1819
12/13/2025 01:15,0,1813,1813
12/13/2025 01:20,0,1814,1814
12/13/2025 01:25,0,1813,1813
12/13/2025 01:30,0,1825,1825
12/13/2025 01:35,0,1860,1860
12/13/2025 01:40,0,1742,1742
12/13/2025 01:45,0,2564,2564
12/13/2025 01:50,0,1748,1748
12/13/2025 01:55,0,1742,1742
12/13/2025 02:00,0,1750,1750
12/13/2025 02:05,0,2235,2235
12/13/2025 02:10,0,1746,1746
12/13/2025 02:15,0,1748,1748
12/13/2025 02:20,0,1822,1822
12/13/2025 02:25,0,1815,1815
12/13/2025 02:30,0,1933,1933
12/13/2025 02:35,0,1811,1811
12/13/2025 02:40,0,1805,1805
12/13/2025 02:45,0,1806,1806
12/13/2025 02:50,0,1805,1805
12/13/2025 02:55,0,1808,1808
12/13/2025 03:00,0,1925,1925
12/13/2025 03:05,0,1811,1811
12/13/2025 03:10,0,2171,2171
12/13/2025 03:15,0,2180,2180
12/13/2025 03:20,0,1738,1738
12/13/2025 03:25,0,1743,1743
12/13/2025 03:30,0,1849,1849
12/13/2025 03:35,0,1743,1743
12/13/2025 03:40,0,1737,1737
12/13/2025 03:45,0,1746,1746
12/13/2025 03:50,0,1737,1737
12/13/2025 03:55,0,1743,1743
12/13/2025 04:00,0,1918,1918
12/13/2025 04:05,0,1809,1809
12/13/2025 04:10,0,1811,1811
12/13/2025 04:15,0,2182,2182
12/13/2025 04:20,0,1809,1809
12/13/2025 04:25,0,1923,1923
12/13/2025 04:30,0,1911,1911
12/13/2025 04:35,0,1805,1805
12/13/2025 04:40,0,1807,1807
12/13/2025 04:45,0,1809,1809
12/13/2025 04:50,0,1737,1737
12/13/2025 04:55,0,1651,1651
12/13/2025 05:00,0,1976,1976
12/13/2025 05:05,0,1530,1530
12/13/2025 05:10,0,1525,1525
12/13/2025 05:15,0,1502,1502
12/13/2025 05:20,0,1417,1417
12/13/2025 05:25,0,1151,1151
12/13/2025 05:30,0,1029,1029
12/13/2025 05:35,0,1534,1534
12/13/2025 05:40,0,1488,1488
12/13/2025 05:45,0,1102,1102
12/13/2025 05:50,0,1981,1981
12/13/2025 05:55,0,2084,2084
12/13/2025 06:00,0,1982,1982
12/13/2025 06:05,47,2043,2090
12/13/2025 06:10,64,2102,2166
12/13/2025 06:15,80,1875,1955
12/13/2025 06:20,94,1809,1903
12/13/2025 06:25,102,3268,3370
12/13/2025 06:30,123,3113,3236
12/13/2025 06:35,150,3078,3228
12/13/2025 06:40,150,1725,1875
12/13/2025 06:45,117,2192,2309
12/13/2025 06:50,116,1749,1865
12/13/2025 06:55,118,1858,1976
12/13/2025 07:00,149,842,991
12/13/2025 07:05,189,863,1052
12/13/2025 07:10,290,769,1059
12/13/2025 07:15,355,855,1210
12/13/2025 07:20,379,1260,1639
12/13/2025 07:25,396,899,1295
12/13/2025 07:30,446,785,1231
12/13/2025 07:35,485,1285,1770
12/13/2025 07:40,506,655,1161
12/13/2025 07:45,567,1164,1731
12/13/2025 07:50,632,1984,2616
12/13/2025 07:55,719,1475,2194
12/13/2025 08:00,734,1067,1801
12/13/2025 08:05,785,1002,1787
12/13/2025 08:10,856,752,1608
12/13/2025 08:15,897,1097,1994
12/13/2025 08:20,857,875,1732
12/13/2025 08:25,878,725,1603
12/13/2025 08:30,888,738,1626
12/13/2025 08:35,939,669,1608
12/13/2025 08:40,999,684,1683
12/13/2025 08:45,1076,606,1682
12/13/2025 08:50,1156,646,1802
12/13/2025 08:55,1118,557,1675
12/13/2025 09:00,1027,497,1524
12/13/2025 09:05,1084,868,1952
12/13/2025 09:10,1032,501,1533
12/13/2025 09:15,1057,474,1531
12/13/2025 09:20,1226,411,1637
12/13/2025 09:25,1346,169,1515
12/13/2025 09:30,1538,0,1538
12/13/2025 09:35,1734,-276,1458
12/13/2025 09:40,1748,523,2271
12/13/2025 09:45,1730,-273,1457
12/13/2025 09:50,1533,168,1701
12/13/2025 09:55,1963,-365,1598
12/13/2025 10:00,1980,-402,1578
12/13/2025 10:05,1983,-213,1770
12/13/2025 10:10,2142,-573,1569
12/13/2025 10:15,2057,-281,1776
12/13/2025 10:20,2111,-490,1621
12/13/2025 10:25,2208,806,3014
12/13/2025 10:30,2340,-717,1623
12/13/2025 10:35,2190,-399,1791
12/13/2025 10:40,1979,-113,1866
12/13/2025 10:45,2158,-145,2013
12/13/2025 10:50,1577,324,1901
12/13/2025 10:55,1409,482,1891
12/13/2025 11:00,1134,700,1834
12/13/2025 11:05,1244,593,1837
12/13/2025 11:10,1312,879,2191
12/13/2025 11:15,1803,162,1965
12/13/2025 11:20,2266,-472,1794
12/13/2025 11:25,2446,-669,1777
12/13/2025 11:30,2461,-710,1751
12/13/2025 11:35,2397,-643,1754
12/13/2025 11:40,2537,-767,1770
12/13/2025 11:45,2537,-105,2432
12/13/2025 11:50,2587,-903,1684
12/13/2025 11:55,1419,783,2202
12/13/2025 12:00,1978,-174,1804
12/13/2025 12:05,1709,111,1820
12/13/2025 12:10,1664,294,1958
12/13/2025 12:15,2098,-240,1858
12/13/2025 12:20,1214,573,1787
12/13/2025 12:25,1179,825,2004
12/13/2025 12:30,1337,622,1959
12/13/2025 12:35,1287,693,1980
12/13/2025 12:40,1260,808,2068
12/13/2025 12:45,1682,219,1901
12/13/2025 12:50,1682,219,1901
12/13/2025 12:55,2208,265,2473
12/13/2025 13:00,2518,-708,1810
12/13/2025 13:05,2419,-644,1775
12/13/2025 13:10,2426,-538,1888
12/13/2025 13:15,2404,-602,1802
12/13/2025 13:20,2365,-612,1753
12/13/2025 13:25,2332,-662,1670
12/13/2025 13:30,2272,-173,2099
12/13/2025 13:35,2266,81,2347
12/13/2025 13:40,2275,-565,1710
12/13/2025 13:45,2226,-505,1721
12/13/2025 13:50,2093,-378,1715
12/13/2025 13:55,953,697,1650
12/13/2025 14:00,2027,-301,1726
12/13/2025 14:05,1748,101,1849
12/13/2025 14:10,1898,-146,1752
12/13/2025 14:15,1850,272,2122
12/13/2025 14:20,1968,-232,1736
12/13/2025 14:25,1876,326,2202
12/13/2025 14:30,1355,361,1716
12/13/2025 14:35,1147,423,1570
12/13/2025 14:40,541,1391,1932
12/13/2025 14:45,498,1040,1538
12/13/2025 14:50,486,1049,1535
12/13/2025 14:55,554,989,1543
12/13/2025 15:00,571,1013,1584
12/13/2025 15:05,507,976,1483
12/13/2025 15:10,480,1003,1483
12/13/2025 15:15,402,1085,1487
12/13/2025 15:20,1263,202,1465
12/13/2025 15:25,1214,360,1574
12/13/2025 15:30,582,889,1471
12/13/2025 15:35,911,539,1450
12/13/2025 15:40,962,577,1539
12/13/2025 15:45,930,599,1529
12/13/2025 15:50,858,678,1536
12/13/2025 15:55,770,876,1646
12/13/2025 16:00,774,751,1525
12/13/2025 16:05,793,732,1525
12/13/2025 16:10,795,740,1535
12/13/2025 16:15,646,886,1532
12/13/2025 16:20,481,1171,1652
12/13/2025 16:25,716,868,1584
12/13/2025 16:30,653,918,1571
12/13/2025 16:35,298,1738,2036
12/13/2025 16:40,201,1351,1552
12/13/2025 16:45,166,1500,1666
12/13/2025 16:50,134,1608,1742
12/13/2025 16:55,119,3223,3342
12/13/2025 17:00,101,3207,3308
12/13/2025 17:05,111,3241,3352
12/13/2025 17:10,99,2902,3001
12/13/2025 17:15,98,3397,3495
12/13/2025 17:20,90,3256,3346
12/13/2025 17:25,88,3280,3368
12/13/2025 17:30,56,3686,3742
12/13/2025 17:35,39,3301,3340
12/13/2025 17:40,0,3501,3501
12/13/2025 17:45,19,3640,3659
12/13/2025 17:50,0,4110,4110
12/13/2025 17:55,0,3662,3662
12/13/2025 18:00,0,3682,3682
12/13/2025 18:05,0,3840,3840
12/13/2025 18:10,0,3853,3853
12/13/2025 18:15,0,3828,3828
12/13/2025 18:20,0,5251,5251
12/13/2025 18:25,0,5278,5278
12/13/2025 18:30,0,4479,4479
12/13/2025 18:35,0,4342,4342
12/13/2025 18:40,0,4267,4267
12/13/2025 18:45,0,4245,4245
12/13/2025 18:50,0,4083,4083
12/13/2025 18:55,0,2358,2358
12/13/2025 19:00,0,2241,2241
12/13/2025 19:05,0,2238,2238
12/13/2025 19:10,0,2311,2311
12/13/2025 19:15,0,2283,2283
12/13/2025 19:20,0,3459,3459
12/13/2025 19:25,0,3898,3898
12/13/2025 19:30,0,3344,3344
12/13/2025 19:35,0,3339,3339
12/13/2025 19:40,0,3350,3350
12/13/2025 19:45,0,2992,2992
12/13/2025 19:50,0,2477,2477
12/13/2025 19:55,0,2351,2351
12/13/2025 20:00,0,2338,2338
12/13/2025 20:05,0,2331,2331
12/13/2025 20:10,0,2336,2336
12/13/2025 20:15,0,2456,2456
12/13/2025 20:20,0,2341,2341
12/13/2025 20:25,0,2272,2272
12/13/2025 20:30,0,2280,2280
12/13/2025 20:35,0,2319,2319
12/13/2025 20:40,0,2402,2402
12/13/2025 20:45,0,2658,2658
12/13/2025 20:50,0,2281,2281
12/13/2025 20:55,0,2266,2266
12/13/2025 21:00,0,2267,2267
12/13/2025 21:05,0,2334,2334
12/13/2025 21:10,0,2455,2455
12/13/2025 21:15,0,2338,2338
12/13/2025 21:20,0,2335,2335
12/13/2025 21:25,0,2341,2341
12/13/2025 21:30,0,2725,2725
12/13/2025 21:35,0,2501,2501
12/13/2025 21:40,0,2368,2368
12/13/2025 21:45,0,2356,2356
12/13/2025 21:50,0,2343,2343
12/13/2025 21:55,0,2802,2802
12/13/2025 22:00,0,2457,2457
12/13/2025 22:05,0,2722,2722
12/13/2025 22:10,0,2650,2650
12/13/2025 22:15,0,3000,3000
12/13/2025 22:20,0,2280,2280
12/13/2025 22:25,0,2282,2282
12/13/2025 22:30,0,2376,2376
12/13/2025 22:35,0,2272,2272
12/13/2025 22:40,0,2337,2337
12/13/2025 22:45,0,2334,2334
12/13/2025 22:50,0,2766,2766
12/13/2025 22:55,0,2441,2441
12/13/2025 23:00,0,2802,2802
12/13/2025 23:05,0,2319,2319
12/13/2025 23:10,0,2322,2322
12/13/2025 23:15,0,2272,2272
12/13/2025 23:20,0,2271,2271
12/13/2025 23:25,0,2379,2379
12/13/2025 23:30,0,2270,2270
12/13/2025 23:35,0,2269,2269
12/13/2025 23:40,0,2637,2637
12/13/2025 23:45,0,2206,2206
12/13/2025 23:50,0,2313,2313
12/13/2025 23:55,0,2304,2304
12/14/2025 00:00,0,2189,2189
12/14/2025 00:05,0,2189,2189
12/14/2025 00:10,0,2201,2201
12/14/2025 00:15,0,2195,2195
12/14/2025 00:20,0,2307,2307
12/14/2025 00:25,0,2272,2272
12/14/2025 00:30,0,2266,2266
12/14/2025 00:35,0,2268,2268
12/14/2025 00:40,0,2269,2269
12/14/2025 00:45,0,2758,2758
12/14/2025 00:50,0,2267,2267
12/14/2025 00:55,0,2275,2275
12/14/2025 01:00,0,2718,2718
12/14/2025 01:05,0,2269,2269
12/14/2025 01:10,0,2269,2269
12/14/2025 01:15,0,2389,2389
12/14/2025 01:20,0,2269,2269
12/14/2025 01:25,0,2208,2208
12/14/2025 01:30,0,2206,2206
12/14/2025 01:35,0,2202,2202
12/14/2025 01:40,0,2314,2314
12/14/2025 01:45,0,2205,2205
12/14/2025 01:50,0,2186,2186
12/14/2025 01:55,0,2187,2187
12/14/2025 02:00,0,2188,2188
12/14/2025 02:05,0,2252,2252
12/14/2025 02:10,0,2729,2729
12/14/2025 02:15,0,2255,2255
12/14/2025 02:20,0,2255,2255
12/14/2025 02:25,0,2257,2257
12/14/2025 02:30,0,2697,2697
12/14/2025 02:35,0,2379,2379
12/14/2025 02:40,0,2364,2364
12/14/2025 02:45,0,2255,2255
12/14/2025 02:50,0,2257,2257
12/14/2025 02:55,0,2262,2262
12/14/2025 03:00,0,2192,2192
12/14/2025 03:05,0,2303,2303
12/14/2025 03:10,0,2198,2198
12/14/2025 03:15,0,2196,2196
12/14/2025 03:20,0,2201,2201
12/14/2025 03:25,0,2646,2646
12/14/2025 03:30,0,2196,2196
12/14/2025 03:35,0,2679,2679
12/14/2025 03:40,0,2190,2190
12/14/2025 03:45,0,2262,2262
12/14/2025 03:50,0,2261,2261
12/14/2025 03:55,0,2263,2263
12/14/2025 04:00,0,2370,2370
12/14/2025 04:05,0,2260,2260
12/14/2025 04:10,0,2250,2250
12/14/2025 04:15,0,2254,2254
12/14/2025 04:20,0,2694,2694
12/14/2025 04:25,0,2250,2250
12/14/2025 04:30,0,2364,2364
12/14/2025 04:35,0,2266,2266
12/14/2025 04:40,0,2557,2557
12/14/2025 04:45,0,2184,2184
12/14/2025 04:50,0,2192,2192
12/14/2025 04:55,0,2303,2303
12/14/2025 05:00,0,2296,2296
12/14/2025 05:05,0,2184,2184
12/14/2025 05:10,0,2185,2185
12/14/2025 05:15,0,2182,2182
12/14/2025 05:20,0,1621,1621
12/14/2025 05:25,0,1568,1568
12/14/2025 05:30,0,1453,1453
12/14/2025 05:35,0,1456,1456
12/14/2025 05:40,0,1465,1465
12/14/2025 05:45,0,1463,1463
12/14/2025 05:50,0,1459,1459
12/14/2025 05:55,26,1554,1580
12/14/2025 06:00,0,1463,1463
12/14/2025 06:05,54,1399,1453
12/14/2025 06:10,92,1360,1452
12/14/2025 06:15,123,1716,1839
12/14/2025 06:20,145,1374,1519
12/14/2025 06:25,169,1330,1499
12/14/2025 06:30,203,1193,1396
12/14/2025 06:35,227,1162,1389
12/14/2025 06:40,271,1095,1366
12/14/2025 06:45,318,1048,1366
12/14/2025 06:50,378,1545,1923
12/14/2025 06:55,438,920,1358
12/14/2025 07:00,506,921,1427
12/14/2025 07:05,575,848,1423
12/14/2025 07:10,639,948,1587
12/14/2025 07:15,673,916,1589
12/14/2025 07:20,692,1000,1692
12/14/2025 07:25,792,798,1590
12/14/2025 07:30,882,731,1613
12/14/2025 07:35,961,644,1605
12/14/2025 07:40,1071,546,1617
12/14/2025 07:45,1149,877,2026
12/14/2025 07:50,1129,485,1614
12/14/2025 07:55,827,682,1509
12/14/2025 08:00,757,731,1488
12/14/2025 08:05,911,586,1497
12/14/2025 08:10,905,659,1564
12/14/2025 08:15,997,695,1692
12/14/2025 08:20,1037,963,2000
12/14/2025 08:25,1202,273,1475
12/14/2025 08:30,1210,817,2027
12/14/2025 08:35,1073,446,1519
12/14/2025 08:40,1029,521,1550
12/14/2025 08:45,1062,579,1641
12/14/2025 08:50,945,559,1504
12/14/2025 08:55,1076,464,1540
12/14/2025 09:00,1525,6,1531
12/14/2025 09:05,1293,249,1542
12/14/2025 09:10,1542,28,1570
12/14/2025 09:15,1156,515,1671
12/14/2025 09:20,1262,276,1538
12/14/2025 09:25,1052,475,1527
12/14/2025 09:30,1111,433,1544
12/14/2025 09:35,1235,227,1462
12/14/2025 09:40,1231,224,1455
12/14/2025 09:45,803,779,1582
12/14/2025 09:50,656,785,1441
12/14/2025 09:55,524,918,1442
12/14/2025 10:00,494,956,1450
12/14/2025 10:05,620,1508,2128
12/14/2025 10:10,456,1686,2142
12/14/2025 10:15,450,1836,2286
12/14/2025 10:20,670,1502,2172
12/14/2025 10:25,910,1265,2175
12/14/2025 10:30,1133,1020,2153
12/14/2025 10:35,1095,1092,2187
12/14/2025 10:40,791,1478,2269
12/14/2025 10:45,677,1491,2168
12/14/2025 10:50,781,1385,2166
12/14/2025 10:55,795,1371,2166
12/14/2025 11:00,733,1435,2168
12/14/2025 11:05,572,1581,2153
12/14/2025 11:10,581,1684,2265
12/14/2025 11:15,897,1187,2084
12/14/2025 11:20,1536,570,2106
12/14/2025 11:25,1356,1182,2538
12/14/2025 11:30,1730,383,2113
12/14/2025 11:35,1867,350,2217
12/14/2025 11:40,1745,364,2109
12/14/2025 11:45,1257,854,2111
12/14/2025 11:50,1235,873,2108
12/14/2025 11:55,1086,1565,2651
12/14/2025 12:00,736,1451,2187
12/14/2025 12:05,474,1819,2293
12/14/2025 12:10,433,1740,2173
12/14/2025 12:15,668,1502,2170
12/14/2025 12:20,924,1678,2602
12/14/2025 12:25,1367,830,2197
12/14/2025 12:30,1421,877,2298
12/14/2025 12:35,1852,434,2286
12/14/2025 12:40,2242,-58,2184
12/14/2025 12:45,1955,278,2233
12/14/2025 12:50,1351,828,2179
12/14/2025 12:55,1071,1114,2185
12/14/2025 13:00,1467,843,2310
12/14/2025 13:05,1454,684,2138
12/14/2025 13:10,1469,649,2118
12/14/2025 13:15,1250,882,2132
12/14/2025 13:20,1625,470,2095
12/14/2025 13:25,1132,1101,2233
12/14/2025 13:30,1110,1014,2124
12/14/2025 13:35,974,1089,2063
12/14/2025 13:40,1412,674,2086
12/14/2025 13:45,772,1366,2138
12/14/2025 13:50,778,1365,2143
12/14/2025 13:55,518,2150,2668
12/14/2025 14:00,668,1468,2136
12/14/2025 14:05,527,1616,2143
12/14/2025 14:10,375,1756,2131
12/14/2025 14:15,468,1688,2156
12/14/2025 14:20,620,1658,2278
12/14/2025 14:25,681,2892,3573
12/14/2025 14:30,808,3173,3981
12/14/2025 14:35,627,3421,4048
12/14/2025 14:40,667,3371,4038
12/14/2025 14:45,1091,3025,4116
12/14/2025 14:50,832,1458,2290
12/14/2025 14:55,666,1044,1710
12/14/2025 15:00,624,1042,1666
12/14/2025 15:05,637,963,1600
12/14/2025 15:10,914,679,1593
12/14/2025 15:15,751,949,1700
12/14/2025 15:20,779,815,1594
12/14/2025 15:25,650,1306,1956
12/14/2025 15:30,720,1235,1955
12/14/2025 15:35,722,1282,2004
12/14/2025 15:40,588,1408,1996
12/14/2025 15:45,585,1584,2169
12/14/2025 15:50,429,1303,1732
12/14/2025 15:55,432,1291,1723
12/14/2025 16:00,356,1369,1725
12/14/2025 16:05,282,1455,1737
12/14/2025 16:10,271,1571,1842
12/14/2025 16:15,338,1401,1739
12/14/2025 16:20,315,1419,1734
12/14/2025 16:25,272,1905,2177
12/14/2025 16:30,282,1449,1731
12/14/2025 16:35,267,1584,1851
12/14/2025 16:40,251,1489,1740
12/14/2025 16:45,232,1882,2114
12/14/2025 16:50,218,1448,1666
12/14/2025 16:55,200,2066,2266
12/14/2025 17:00,172,1520,1692
12/14/2025 17:05,140,1637,1777
12/14/2025 17:10,118,1585,1703
12/14/2025 17:15,106,4560,4666
12/14/2025 17:20,93,5490,5583
12/14/2025 17:25,78,5698,5776
12/14/2025 17:30,61,5868,5929
12/14/2025 17:35,47,5721,5768
12/14/2025 17:40,31,5745,5776
12/14/2025 17:45,0,6037,6037
12/14/2025 17:50,0,5976,5976
12/14/2025 17:55,0,6113,6113
12/14/2025 18:00,0,6052,6052
12/14/2025 18:05,0,6308,6308
12/14/2025 18:10,0,6286,6286
12/14/2025 18:15,0,6267,6267
12/14/2025 18:20,0,6274,6274
12/14/2025 18:25,0,6863,6863
12/14/2025 18:30,0,6755,6755
12/14/2025 18:35,0,6848,6848
12/14/2025 18:40,0,6344,6344
12/14/2025 18:45,0,6372,6372
12/14/2025 18:50,0,5912,5912
12/14/2025 18:55,0,5787,5787
12/14/2025 19:00,0,5819,5819
12/14/2025 19:05,0,5754,5754
12/14/2025 19:10,0,5821,5821
12/14/2025 19:15,0,5802,5802
12/14/2025 19:20,0,6207,6207
12/14/2025 19:25,0,5576,5576
12/14/2025 19:30,0,5581,5581
12/14/2025 19:35,0,5584,5584
12/14/2025 19:40,0,2274,2274
12/14/2025 19:45,0,1953,1953
12/14/2025 19:50,0,1834,1834
12/14/2025 19:55,0,1839,1839
12/14/2025 20:00,0,2331,2331
12/14/2025 20:05,0,1820,1820
12/14/2025 20:10,0,1931,1931
12/14/2025 20:15,0,1917,1917
12/14/2025 20:20,0,1814,1814
12/14/2025 20:25,0,1812,1812
12/14/2025 20:30,0,1822,1822
12/14/2025 20:35,0,1832,1832
12/14/2025 20:40,0,1933,1933
12/14/2025 20:45,0,1832,1832
12/14/2025 20:50,0,1896,1896
12/14/2025 20:55,0,2321,2321
12/14/2025 21:00,0,2448,2448
12/14/2025 21:05,0,1879,1879
12/14/2025 21:10,0,1991,1991
12/14/2025 21:15,0,2316,2316
12/14/2025 21:20,0,1884,1884
12/14/2025 21:25,0,1879,1879
12/14/2025 21:30,0,1872,1872
12/14/2025 21:35,0,1985,1985
12/14/2025 21:40,0,1869,1869
12/14/2025 21:45,0,1806,1806
12/14/2025 21:50,0,1805,1805
12/14/2025 21:55,0,1801,1801
12/14/2025 22:00,0,1807,1807
12/14/2025 22:05,0,1907,1907
12/14/2025 22:10,0,1809,1809
12/14/2025 22:15,0,1805,1805
12/14/2025 22:20,0,1804,1804
12/14/2025 22:25,0,1863,1863
12/14/2025 22:30,0,1985,1985
12/14/2025 22:35,0,1873,1873
12/14/2025 22:40,0,1870,1870
12/14/2025 22:45,0,1868,1868
12/14/2025 22:50,0,2301,2301
12/14/2025 22:55,0,1862,1862
12/14/2025 23:00,0,1980,1980
12/14/2025 23:05,0,1879,1879
12/14/2025 23:10,0,1875,1875
12/14/2025 23:15,0,1873,1873
12/14/2025 23:20,0,1806,1806
12/14/2025 23:25,0,2367,2367
12/14/2025 23:30,0,1916,1916
12/14/2025 23:35,0,1805,1805
12/14/2025 23:40,0,1805,1805
12/14/2025 23:45,0,2260,2260
12/14/2025 23:50,0,1823,1823
12/14/2025 23:55,0,1936,1936
,,,
,,,
