"";"Sensor: Sensor (#2, 79)";"";"";"";"";"";"";
"";"Irradiation (W/m2)";"Module temperature (°C)";"Ambient temperature (°C)";"Wind velocity (m/s)";"Insolation (Wh/m2)";"Status";"Etotal_C (WattEver)";
"2025-12-11 18:30:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 18:35:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 18:40:00";"0";"21";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 18:45:00";"0";"21";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 18:50:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 18:55:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 19:00:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 19:05:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 19:10:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 19:15:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 19:20:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 19:25:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 19:30:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 19:35:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 19:40:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 19:45:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 19:50:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 19:55:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 20:00:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 20:05:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 20:10:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 20:15:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 20:20:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 20:25:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 20:30:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 20:35:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 20:40:00";"0";"22";"22";"0.000";"4554";"0";"16397512";
"2025-12-11 20:45:00";"0";"22";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 20:50:00";"0";"22";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 20:55:00";"0";"22";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 21:00:00";"0";"22";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 21:05:00";"0";"22";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 21:10:00";"0";"22";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 21:15:00";"0";"22";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 21:20:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 21:25:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 21:30:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 21:35:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 21:40:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 21:45:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 21:50:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 21:55:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 22:00:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 22:05:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 22:10:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 22:15:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 22:20:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 22:25:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 22:30:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 22:35:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 22:40:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 22:45:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 22:50:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 22:55:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 23:00:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 23:05:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 23:10:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 23:15:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 23:20:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 23:25:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 23:30:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 23:35:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 23:40:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 23:45:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 23:50:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 23:55:00";"0";"21";"21";"0.000";"4554";"0";"16397512";

"";"Sensor: Sensor (#2, 79)";"";"";"";"";"";"";
"";"Irradiation (W/m2)";"Module temperature (°C)";"Ambient temperature (°C)";"Wind velocity (m/s)";"Insolation (Wh/m2)";"Status";"Etotal_C (WattEver)";
"2025-12-12 00:00:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-12 00:05:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-12 00:10:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-12 00:15:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-12 00:20:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-12 00:25:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-12 00:30:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-12 00:35:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-12 00:40:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-12 00:45:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-12 00:50:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-12 00:55:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 01:00:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 01:05:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 01:10:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 01:15:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 01:20:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 01:25:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 01:30:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 01:35:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 01:40:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 01:45:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 01:50:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 01:55:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 02:00:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 02:05:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-12 02:10:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-12 02:15:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-12 02:20:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-12 02:25:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-12 02:30:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-12 02:35:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-12 02:40:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-12 02:45:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-12 02:50:00";"0";"22";"20";"0.000";"0";"0";"0";
"2025-12-12 02:55:00";"0";"22";"20";"0.000";"0";"0";"0";
"2025-12-12 03:00:00";"0";"22";"20";"0.000";"0";"0";"0";
"2025-12-12 03:05:00";"0";"22";"20";"0.000";"0";"0";"0";
"2025-12-12 03:10:00";"0";"22";"21";"0.000";"0";"0";"0";
"2025-12-12 03:15:00";"0";"22";"21";"0.000";"0";"0";"0";
"2025-12-12 03:20:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-12 03:25:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-12 03:30:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 03:35:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 03:40:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 03:45:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 03:50:00";"0";"20";"20";"0.000";"0";"0";"0";
"2025-12-12 03:55:00";"0";"19";"19";"0.000";"0";"0";"0";
"2025-12-12 04:00:00";"0";"19";"19";"0.000";"0";"0";"0";
"2025-12-12 04:05:00";"0";"19";"19";"0.000";"0";"0";"0";
"2025-12-12 04:10:00";"0";"19";"19";"0.000";"0";"0";"0";
"2025-12-12 04:15:00";"0";"19";"19";"0.000";"0";"0";"0";
"2025-12-12 04:20:00";"0";"19";"19";"0.000";"0";"0";"0";
"2025-12-12 04:25:00";"0";"18";"19";"0.000";"0";"0";"0";
"2025-12-12 04:30:00";"0";"19";"19";"0.000";"0";"0";"0";
"2025-12-12 04:35:00";"0";"18";"19";"0.000";"0";"0";"0";
"2025-12-12 04:40:00";"0";"18";"19";"0.000";"0";"0";"0";
"2025-12-12 04:45:00";"0";"19";"19";"0.000";"0";"0";"0";
"2025-12-12 04:50:00";"0";"19";"19";"0.000";"0";"0";"0";
"2025-12-12 04:55:00";"0";"19";"19";"0.000";"0";"0";"0";
"2025-12-12 05:00:00";"0";"19";"19";"0.000";"0";"0";"0";
"2025-12-12 05:05:00";"0";"19";"19";"0.000";"0";"0";"0";
"2025-12-12 05:10:00";"0";"19";"19";"0.000";"0";"0";"0";
"2025-12-12 05:15:00";"0";"19";"19";"0.000";"0";"0";"0";
"2025-12-12 05:20:00";"0";"19";"19";"0.000";"0";"0";"0";
"2025-12-12 05:25:00";"0";"19";"19";"0.000";"0";"0";"120";
"2025-12-12 05:30:00";"1";"19";"19";"0.000";"0";"0";"618";
"2025-12-12 05:35:00";"3";"19";"19";"0.000";"0";"0";"1774";
"2025-12-12 05:40:00";"6";"19";"19";"0.000";"1";"0";"3748";
"2025-12-12 05:45:00";"10";"19";"19";"0.000";"1";"0";"6759";
"2025-12-12 05:50:00";"14";"19";"19";"0.000";"3";"0";"11125";
"2025-12-12 05:55:00";"19";"19";"19";"0.000";"4";"0";"16806";
"2025-12-12 06:00:00";"23";"19";"19";"0.000";"6";"0";"23834";
"2025-12-12 06:05:00";"32";"19";"19";"0.000";"9";"0";"33572";
"2025-12-12 06:10:00";"39";"19";"19";"0.000";"12";"0";"45305";
"2025-12-12 06:15:00";"53";"20";"19";"0.000";"17";"0";"61364";
"2025-12-12 06:20:00";"64";"20";"19";"0.000";"22";"0";"80603";
"2025-12-12 06:25:00";"74";"21";"19";"0.000";"28";"0";"102891";
"2025-12-12 06:30:00";"84";"22";"19";"0.000";"35";"0";"128140";
"2025-12-12 06:35:00";"102";"23";"20";"0.000";"44";"0";"158844";
"2025-12-12 06:40:00";"128";"24";"20";"0.000";"54";"0";"197462";
"2025-12-12 06:45:00";"148";"25";"21";"0.000";"67";"0";"241890";
"2025-12-12 06:50:00";"162";"26";"21";"0.000";"80";"0";"290900";
"2025-12-12 06:55:00";"186";"27";"21";"0.000";"96";"0";"346507";
"2025-12-12 07:00:00";"204";"28";"21";"0.000";"113";"0";"408023";
"2025-12-12 07:05:00";"217";"29";"22";"0.000";"131";"0";"473126";
"2025-12-12 07:10:00";"245";"30";"22";"0.000";"151";"0";"546638";
"2025-12-12 07:15:00";"267";"31";"22";"0.000";"174";"0";"626482";
"2025-12-12 07:20:00";"279";"32";"23";"0.000";"197";"0";"710315";
"2025-12-12 07:25:00";"291";"33";"23";"0.000";"221";"0";"798055";
"2025-12-12 07:30:00";"304";"33";"23";"0.000";"246";"0";"888964";
"2025-12-12 07:35:00";"331";"34";"24";"0.000";"274";"0";"988651";
"2025-12-12 07:40:00";"363";"36";"24";"0.000";"304";"0";"1097817";
"2025-12-12 07:45:00";"391";"37";"24";"0.000";"337";"0";"1215397";
"2025-12-12 07:50:00";"403";"38";"25";"0.000";"371";"0";"1336320";
"2025-12-12 07:55:00";"418";"38";"26";"0.000";"406";"0";"1461830";
"2025-12-12 08:00:00";"430";"38";"26";"0.000";"441";"0";"1591114";
"2025-12-12 08:05:00";"444";"38";"26";"0.000";"478";"0";"1724092";
"2025-12-12 08:10:00";"469";"39";"27";"0.000";"518";"0";"1865470";
"2025-12-12 08:15:00";"473";"39";"27";"0.000";"557";"0";"2007064";
"2025-12-12 08:20:00";"510";"41";"27";"0.000";"600";"0";"2160233";
"2025-12-12 08:25:00";"530";"42";"27";"0.000";"644";"0";"2319327";
"2025-12-12 08:30:00";"557";"43";"27";"0.000";"690";"0";"2487128";
"2025-12-12 08:35:00";"574";"44";"28";"0.000";"738";"0";"2658802";
"2025-12-12 08:40:00";"600";"44";"28";"0.000";"788";"0";"2839449";
"2025-12-12 08:45:00";"606";"46";"29";"0.000";"839";"0";"3020910";
"2025-12-12 08:50:00";"615";"47";"29";"0.000";"890";"0";"3206072";
"2025-12-12 08:55:00";"625";"47";"30";"0.000";"942";"0";"3393141";
"2025-12-12 09:00:00";"631";"44";"29";"0.000";"995";"0";"3582726";
"2025-12-12 09:05:00";"645";"44";"29";"0.000";"1049";"0";"3776928";
"2025-12-12 09:10:00";"647";"45";"29";"0.000";"1103";"0";"3971319";
"2025-12-12 09:15:00";"662";"47";"29";"0.000";"1158";"0";"4169351";
"2025-12-12 09:20:00";"677";"49";"30";"0.000";"1214";"0";"4373238";
"2025-12-12 09:25:00";"687";"47";"30";"0.000";"1271";"0";"4578901";
"2025-12-12 09:30:00";"701";"48";"30";"0.000";"1330";"0";"4789198";
"2025-12-12 09:35:00";"744";"49";"30";"0.000";"1392";"0";"5013239";
"2025-12-12 09:40:00";"763";"51";"31";"0.000";"1456";"0";"5242169";
"2025-12-12 09:45:00";"775";"52";"31";"0.000";"1520";"0";"5474759";
"2025-12-12 09:50:00";"806";"54";"32";"0.000";"1587";"0";"5716742";
"2025-12-12 09:55:00";"821";"54";"32";"0.000";"1656";"0";"5963073";
"2025-12-12 10:00:00";"835";"54";"32";"0.000";"1725";"0";"6212977";
"2025-12-12 10:05:00";"837";"56";"33";"0.000";"1795";"0";"6465010";
"2025-12-12 10:10:00";"845";"56";"33";"0.000";"1866";"0";"6717803";
"2025-12-12 10:15:00";"853";"55";"31";"0.000";"1937";"0";"6974680";
"2025-12-12 10:20:00";"837";"54";"31";"0.000";"2007";"0";"7226050";
"2025-12-12 10:25:00";"859";"53";"31";"0.000";"2078";"0";"7484006";
"2025-12-12 10:30:00";"856";"55";"32";"0.000";"2150";"0";"7740983";
"2025-12-12 10:35:00";"885";"58";"34";"0.000";"2224";"0";"8006590";
"2025-12-12 10:40:00";"897";"58";"35";"0.000";"2298";"0";"8275820";
"2025-12-12 10:45:00";"907";"55";"35";"0.000";"2374";"0";"8547021";
"2025-12-12 10:50:00";"904";"57";"35";"0.000";"2449";"0";"8819275";
"2025-12-12 10:55:00";"913";"58";"36";"0.000";"2525";"0";"9093333";
"2025-12-12 11:00:00";"919";"61";"36";"0.000";"2602";"0";"9368266";
"2025-12-12 11:05:00";"911";"60";"38";"0.000";"2678";"0";"9642693";
"2025-12-12 11:10:00";"916";"56";"38";"0.000";"2754";"0";"9916726";
"2025-12-12 11:15:00";"936";"57";"37";"0.000";"2832";"0";"10198682";
"2025-12-12 11:20:00";"927";"59";"37";"0.000";"2910";"0";"10476836";
"2025-12-12 11:25:00";"895";"59";"37";"0.000";"2984";"0";"10744600";
"2025-12-12 11:30:00";"915";"59";"38";"0.000";"3061";"0";"11020084";
"2025-12-12 11:35:00";"944";"59";"38";"0.000";"3139";"0";"11302532";
"2025-12-12 11:40:00";"985";"61";"38";"0.000";"3221";"0";"11598180";
"2025-12-12 11:45:00";"1008";"63";"39";"0.000";"3306";"0";"11901741";
"2025-12-12 11:50:00";"958";"62";"38";"0.000";"3385";"0";"12188986";
"2025-12-12 11:55:00";"1038";"64";"38";"0.000";"3472";"0";"12500651";
"2025-12-12 12:00:00";"999";"63";"38";"0.000";"3555";"0";"12800644";
"2025-12-12 12:05:00";"1034";"62";"37";"0.000";"3641";"0";"13111127";
"2025-12-12 12:10:00";"758";"62";"38";"0.000";"3704";"0";"13337799";
"2025-12-12 12:15:00";"908";"58";"37";"0.000";"3780";"0";"13610389";
"2025-12-12 12:20:00";"499";"56";"37";"0.000";"3822";"0";"13760540";
"2025-12-12 12:25:00";"351";"46";"35";"0.000";"3851";"0";"13866198";
"2025-12-12 12:30:00";"358";"44";"34";"0.000";"3881";"0";"13973687";
"2025-12-12 12:35:00";"640";"45";"34";"0.000";"3934";"0";"14165201";
"2025-12-12 12:40:00";"952";"54";"34";"0.000";"4014";"0";"14450842";
"2025-12-12 12:45:00";"938";"58";"36";"0.000";"4092";"0";"14733346";
"2025-12-12 12:50:00";"913";"57";"38";"0.000";"4168";"0";"15006353";
"2025-12-12 12:55:00";"804";"58";"38";"0.000";"4235";"0";"15247403";
"2025-12-12 13:00:00";"927";"61";"38";"0.000";"4312";"0";"15525731";
"2025-12-12 13:05:00";"915";"62";"39";"0.000";"4389";"0";"15800461";
"2025-12-12 13:10:00";"922";"59";"39";"0.000";"4465";"0";"16077320";
"2025-12-12 13:15:00";"905";"57";"38";"0.000";"4541";"0";"16349751";
"2025-12-12 13:20:00";"447";"54";"38";"0.000";"4578";"0";"16483891";
"2025-12-12 13:25:00";"301";"48";"37";"0.000";"4604";"0";"16574411";
"2025-12-12 13:30:00";"431";"46";"36";"0.000";"4639";"0";"16703695";
"2025-12-12 13:35:00";"314";"45";"35";"0.000";"4666";"0";"16797600";
"2025-12-12 13:40:00";"229";"42";"34";"0.000";"4685";"0";"16866363";
"2025-12-12 13:45:00";"228";"40";"33";"0.000";"4704";"0";"16935262";
"2025-12-12 13:50:00";"277";"40";"33";"0.000";"4727";"0";"17018574";
"2025-12-12 13:55:00";"501";"42";"33";"0.000";"4768";"0";"17168286";
"2025-12-12 14:00:00";"272";"42";"33";"0.000";"4791";"0";"17250281";
"2025-12-12 14:05:00";"209";"39";"33";"0.000";"4809";"0";"17313099";
"2025-12-12 14:10:00";"165";"36";"32";"0.000";"4823";"0";"17362853";
"2025-12-12 14:15:00";"147";"35";"31";"0.000";"4835";"0";"17407013";
"2025-12-12 14:20:00";"142";"35";"31";"0.000";"4847";"0";"17449713";
"2025-12-12 14:25:00";"126";"34";"31";"0.000";"4857";"0";"17487904";
"2025-12-12 14:30:00";"158";"34";"31";"0.000";"4870";"0";"17535348";
"2025-12-12 14:35:00";"148";"35";"31";"0.000";"4883";"0";"17579645";
"2025-12-12 14:40:00";"145";"35";"31";"0.000";"4895";"0";"17623416";
"2025-12-12 14:45:00";"187";"35";"30";"0.000";"4910";"0";"17679497";
"2025-12-12 14:50:00";"169";"35";"30";"0.000";"4925";"0";"17730401";
"2025-12-12 14:55:00";"156";"34";"30";"0.000";"4938";"0";"17777290";
"2025-12-12 15:00:00";"129";"34";"30";"0.000";"4948";"0";"17816237";
"2025-12-12 15:05:00";"106";"33";"30";"0.000";"4957";"0";"17848171";
"2025-12-12 15:10:00";"99";"33";"30";"0.000";"4966";"0";"17878188";
"2025-12-12 15:15:00";"180";"33";"30";"0.000";"4981";"0";"17932086";
"2025-12-12 15:20:00";"291";"34";"30";"0.000";"5005";"0";"18019856";
"2025-12-12 15:25:00";"316";"36";"30";"0.000";"5031";"0";"18114634";
"2025-12-12 15:30:00";"262";"36";"30";"0.000";"5053";"0";"18193142";
"2025-12-12 15:35:00";"242";"36";"30";"0.000";"5073";"0";"18266013";
"2025-12-12 15:40:00";"274";"36";"31";"0.000";"5096";"0";"18348459";
"2025-12-12 15:45:00";"250";"36";"30";"0.000";"5117";"0";"18423289";
"2025-12-12 15:50:00";"219";"34";"30";"0.000";"5135";"0";"18489206";
"2025-12-12 15:55:00";"188";"33";"29";"0.000";"5151";"0";"18545723";
"2025-12-12 16:00:00";"134";"32";"29";"0.000";"5162";"0";"18585820";
"2025-12-12 16:05:00";"96";"31";"28";"0.000";"5170";"0";"18614738";
"2025-12-12 16:10:00";"101";"31";"28";"0.000";"5179";"0";"18645119";
"2025-12-12 16:15:00";"104";"30";"28";"0.000";"5187";"0";"18676615";
"2025-12-12 16:20:00";"86";"30";"28";"0.000";"5195";"0";"18702419";
"2025-12-12 16:25:00";"60";"30";"28";"0.000";"5200";"0";"18720404";
"2025-12-12 16:30:00";"37";"29";"27";"0.000";"5203";"0";"18731509";
"2025-12-12 16:35:00";"19";"29";"27";"0.000";"5204";"0";"18737204";
"2025-12-12 16:40:00";"9";"28";"26";"0.000";"5205";"0";"18740017";
"2025-12-12 16:45:00";"6";"28";"26";"0.000";"5206";"0";"18741811";
"2025-12-12 16:50:00";"6";"27";"26";"0.000";"5206";"0";"18743611";
"2025-12-12 16:55:00";"5";"27";"26";"0.000";"5207";"0";"18745233";
"2025-12-12 17:00:00";"4";"27";"26";"0.000";"5207";"0";"18746438";
"2025-12-12 17:05:00";"3";"27";"26";"0.000";"5207";"0";"18747335";
"2025-12-12 17:10:00";"3";"27";"26";"0.000";"5207";"0";"18748235";
"2025-12-12 17:15:00";"3";"27";"26";"0.000";"5208";"0";"18749304";
"2025-12-12 17:20:00";"2";"27";"26";"0.000";"5208";"0";"18750157";
"2025-12-12 17:25:00";"1";"26";"25";"0.000";"5208";"0";"18750742";
"2025-12-12 17:30:00";"2";"25";"25";"0.000";"5208";"0";"18751478";
"2025-12-12 17:35:00";"2";"26";"25";"0.000";"5208";"0";"18752212";
"2025-12-12 17:40:00";"1";"26";"25";"0.000";"5209";"0";"18752511";
"2025-12-12 17:45:00";"1";"26";"25";"0.000";"5209";"0";"18752811";
"2025-12-12 17:50:00";"0";"27";"25";"0.000";"5209";"0";"18753067";
"2025-12-12 17:55:00";"2";"27";"25";"0.000";"5209";"0";"18753710";
"2025-12-12 18:00:00";"5";"27";"25";"0.000";"5209";"0";"18755314";
"2025-12-12 18:05:00";"4";"27";"25";"0.000";"5210";"0";"18756712";
"2025-12-12 18:10:00";"0";"27";"25";"0.000";"5210";"0";"18756816";
"2025-12-12 18:15:00";"0";"27";"25";"0.000";"5210";"0";"18756816";
"2025-12-12 18:20:00";"0";"26";"25";"0.000";"5210";"0";"18756816";
"2025-12-12 18:25:00";"0";"26";"25";"0.000";"5210";"0";"18756816";
"2025-12-12 18:30:00";"0";"26";"25";"0.000";"5210";"0";"18756816";
"2025-12-12 18:35:00";"0";"26";"25";"0.000";"5210";"0";"18756816";
"2025-12-12 18:40:00";"0";"26";"25";"0.000";"5210";"0";"18756816";
"2025-12-12 18:45:00";"0";"26";"25";"0.000";"5210";"0";"18756816";
"2025-12-12 18:50:00";"0";"26";"25";"0.000";"5210";"0";"18756816";
"2025-12-12 18:55:00";"0";"26";"25";"0.000";"5210";"0";"18756816";
"2025-12-12 19:00:00";"0";"25";"25";"0.000";"5210";"0";"18756816";
"2025-12-12 19:05:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 19:10:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 19:15:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 19:20:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 19:25:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 19:30:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 19:35:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 19:40:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 19:45:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 19:50:00";"0";"24";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 19:55:00";"0";"24";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 20:00:00";"0";"24";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 20:05:00";"0";"24";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 20:10:00";"0";"24";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 20:15:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 20:20:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 20:25:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 20:30:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 20:35:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 20:40:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 20:45:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 20:50:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 20:55:00";"0";"24";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 21:00:00";"0";"24";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 21:05:00";"0";"24";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 21:10:00";"0";"24";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 21:15:00";"0";"24";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 21:20:00";"0";"24";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 21:25:00";"0";"24";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 21:30:00";"0";"24";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 21:35:00";"0";"24";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 21:40:00";"0";"24";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 21:45:00";"0";"25";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 21:50:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 21:55:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 22:00:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 22:05:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 22:10:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 22:15:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 22:20:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 22:25:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 22:30:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 22:35:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 22:40:00";"0";"25";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 22:45:00";"0";"24";"24";"0.000";"5210";"0";"18756816";
"2025-12-12 22:50:00";"0";"23";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 22:55:00";"0";"23";"23";"0.000";"5210";"0";"18756816";
