"";"Sensor: Sensor (#2, 79)";"";"";"";"";"";"";
"";"Irradiation (W/m2)";"Module temperature (°C)";"Ambient temperature (°C)";"Wind velocity (m/s)";"Insolation (Wh/m2)";"Status";"Etotal_C (WattEver)";
"2025-12-10 14:00:00";"48";"22";"24";"0.000";"4292";"0";"15453620";
"2025-12-10 14:05:00";"73";"24";"24";"0.000";"4298";"0";"15475734";
"2025-12-10 14:10:00";"83";"25";"24";"0.000";"4305";"0";"15500872";
"2025-12-10 14:15:00";"90";"25";"24";"0.000";"4313";"0";"15527837";
"2025-12-10 14:20:00";"100";"26";"24";"0.000";"4321";"0";"15558166";
"2025-12-10 14:25:00";"110";"26";"24";"0.000";"4330";"0";"15591450";
"2025-12-10 14:30:00";"107";"26";"24";"0.000";"4339";"0";"15623760";
"2025-12-10 14:35:00";"113";"26";"24";"0.000";"4349";"0";"15657886";
"2025-12-10 14:40:00";"112";"26";"24";"0.000";"4358";"0";"15691374";
"2025-12-10 14:45:00";"110";"27";"24";"0.000";"4367";"0";"15724464";
"2025-12-10 14:50:00";"108";"26";"24";"0.000";"4376";"0";"15756941";
"2025-12-10 14:55:00";"106";"26";"24";"0.000";"4385";"0";"15788878";
"2025-12-10 15:00:00";"100";"27";"24";"0.000";"4394";"0";"15818886";
"2025-12-10 15:05:00";"89";"27";"25";"0.000";"4401";"0";"15845860";
"2025-12-10 15:10:00";"83";"27";"25";"0.000";"4408";"0";"15870834";
"2025-12-10 15:15:00";"62";"27";"25";"0.000";"4413";"0";"15889599";
"2025-12-10 15:20:00";"32";"27";"25";"0.000";"4416";"0";"15899305";
"2025-12-10 15:25:00";"23";"26";"25";"0.000";"4418";"0";"15906411";
"2025-12-10 15:30:00";"12";"25";"24";"0.000";"4419";"0";"15910247";
"2025-12-10 15:35:00";"16";"25";"24";"0.000";"4420";"0";"15915029";
"2025-12-10 15:40:00";"21";"25";"24";"0.000";"4422";"0";"15921544";
"2025-12-10 15:45:00";"33";"25";"24";"0.000";"4425";"0";"15931702";
"2025-12-10 15:50:00";"32";"25";"24";"0.000";"4428";"0";"15941302";
"2025-12-10 15:55:00";"41";"26";"24";"0.000";"4431";"0";"15953603";
"2025-12-10 16:00:00";"43";"25";"24";"0.000";"4435";"0";"15966733";
"2025-12-10 16:05:00";"32";"24";"24";"0.000";"4437";"0";"15976401";
"2025-12-10 16:10:00";"24";"23";"23";"0.000";"4439";"0";"15983904";
"2025-12-10 16:15:00";"21";"22";"23";"0.000";"4441";"0";"15990236";
"2025-12-10 16:20:00";"18";"23";"23";"0.000";"4443";"0";"15995637";
"2025-12-10 16:25:00";"19";"22";"23";"0.000";"4444";"0";"16001558";
"2025-12-10 16:30:00";"22";"22";"23";"0.000";"4446";"0";"16008265";
"2025-12-10 16:35:00";"16";"22";"23";"0.000";"4448";"0";"16013112";
"2025-12-10 16:40:00";"13";"22";"23";"0.000";"4449";"0";"16017311";
"2025-12-10 16:45:00";"13";"22";"23";"0.000";"4450";"0";"16021376";
"2025-12-10 16:50:00";"19";"22";"23";"0.000";"4452";"0";"16027297";
"2025-12-10 16:55:00";"24";"22";"23";"0.000";"4454";"0";"16034647";
"2025-12-10 17:00:00";"26";"22";"23";"0.000";"4456";"0";"16042522";
"2025-12-10 17:05:00";"27";"22";"23";"0.000";"4458";"0";"16050891";
"2025-12-10 17:10:00";"26";"22";"23";"0.000";"4460";"0";"16058962";
"2025-12-10 17:15:00";"24";"22";"23";"0.000";"4462";"0";"16066398";
"2025-12-10 17:20:00";"22";"22";"23";"0.000";"4464";"0";"16073207";
"2025-12-10 17:25:00";"19";"22";"23";"0.000";"4466";"0";"16079056";
"2025-12-10 17:30:00";"15";"22";"23";"0.000";"4467";"0";"16083823";
"2025-12-10 17:35:00";"13";"22";"23";"0.000";"4468";"0";"16087771";
"2025-12-10 17:40:00";"10";"22";"23";"0.000";"4469";"0";"16091027";
"2025-12-10 17:45:00";"7";"22";"23";"0.000";"4470";"0";"16093344";
"2025-12-10 17:50:00";"4";"22";"22";"0.000";"4470";"0";"16094767";
"2025-12-10 17:55:00";"2";"22";"22";"0.000";"4470";"0";"16095440";
"2025-12-10 18:00:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 18:05:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 18:10:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 18:15:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 18:20:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 18:25:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 18:30:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 18:35:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 18:40:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 18:45:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 18:50:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 18:55:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 19:00:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 19:05:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 19:10:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 19:15:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 19:20:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 19:25:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 19:30:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 19:35:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 19:40:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 19:45:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 19:50:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 19:55:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 20:00:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 20:05:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 20:10:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 20:15:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 20:20:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 20:25:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 20:30:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 20:35:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 20:40:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 20:45:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 20:50:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 20:55:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 21:00:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 21:05:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 21:10:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 21:15:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 21:20:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 21:25:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 21:30:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 21:35:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 21:40:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 21:45:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 21:50:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 21:55:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 22:00:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 22:05:00";"0";"22";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 22:10:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 22:15:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 22:20:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 22:25:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 22:30:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 22:35:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 22:40:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 22:45:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 22:50:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 22:55:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 23:00:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 23:05:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 23:10:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 23:15:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 23:20:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 23:25:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 23:30:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 23:35:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 23:40:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 23:45:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 23:50:00";"0";"23";"22";"0.000";"4471";"0";"16095635";
"2025-12-10 23:55:00";"0";"23";"22";"0.000";"4471";"0";"16095635";

"";"Sensor: Sensor (#2, 79)";"";"";"";"";"";"";
"";"Irradiation (W/m2)";"Module temperature (°C)";"Ambient temperature (°C)";"Wind velocity (m/s)";"Insolation (Wh/m2)";"Status";"Etotal_C (WattEver)";
"2025-12-11 00:00:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-11 00:05:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-11 00:10:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-11 00:15:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-11 00:20:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-11 00:25:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-11 00:30:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-11 00:35:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-11 00:40:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-11 00:45:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-11 00:50:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-11 00:55:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-11 01:00:00";"0";"22";"22";"0.000";"0";"0";"0";
"2025-12-11 01:05:00";"0";"22";"22";"0.000";"0";"0";"0";
"2025-12-11 01:10:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-11 01:15:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-11 01:20:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-11 01:25:00";"0";"22";"22";"0.000";"0";"0";"0";
"2025-12-11 01:30:00";"0";"22";"22";"0.000";"0";"0";"0";
"2025-12-11 01:35:00";"0";"22";"22";"0.000";"0";"0";"0";
"2025-12-11 01:40:00";"0";"22";"21";"0.000";"0";"0";"0";
"2025-12-11 01:45:00";"0";"22";"21";"0.000";"0";"0";"0";
"2025-12-11 01:50:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 01:55:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 02:00:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 02:05:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 02:10:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 02:15:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 02:20:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 02:25:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 02:30:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 02:35:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 02:40:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 02:45:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 02:50:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 02:55:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 03:00:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 03:05:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 03:10:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 03:15:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 03:20:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 03:25:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 03:30:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 03:35:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 03:40:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 03:45:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 03:50:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 03:55:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 04:00:00";"0";"22";"21";"0.000";"0";"0";"0";
"2025-12-11 04:05:00";"0";"22";"21";"0.000";"0";"0";"0";
"2025-12-11 04:10:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 04:15:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 04:20:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 04:25:00";"0";"21";"21";"0.000";"0";"0";"0";
"2025-12-11 04:30:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-11 04:35:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-11 04:40:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-11 04:45:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-11 04:50:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-11 04:55:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-11 05:00:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-11 05:05:00";"0";"21";"20";"0.000";"0";"0";"0";
"2025-12-11 05:10:00";"0";"22";"20";"0.000";"0";"0";"0";
"2025-12-11 05:15:00";"0";"22";"20";"0.000";"0";"0";"0";
"2025-12-11 05:20:00";"0";"22";"21";"0.000";"0";"0";"0";
"2025-12-11 05:25:00";"0";"22";"21";"0.000";"0";"0";"59";
"2025-12-11 05:30:00";"1";"22";"21";"0.000";"0";"0";"450";
"2025-12-11 05:35:00";"2";"22";"21";"0.000";"0";"0";"1200";
"2025-12-11 05:40:00";"4";"23";"21";"0.000";"0";"0";"2521";
"2025-12-11 05:45:00";"6";"23";"21";"0.000";"1";"0";"4540";
"2025-12-11 05:50:00";"9";"23";"21";"0.000";"2";"0";"7299";
"2025-12-11 05:55:00";"11";"23";"21";"0.000";"2";"0";"10733";
"2025-12-11 06:00:00";"12";"23";"21";"0.000";"4";"0";"14496";
"2025-12-11 06:05:00";"16";"23";"21";"0.000";"5";"0";"19386";
"2025-12-11 06:10:00";"24";"23";"21";"0.000";"7";"0";"26601";
"2025-12-11 06:15:00";"31";"24";"21";"0.000";"10";"0";"36051";
"2025-12-11 06:20:00";"38";"24";"21";"0.000";"13";"0";"47571";
"2025-12-11 06:25:00";"42";"25";"22";"0.000";"16";"0";"60321";
"2025-12-11 06:30:00";"48";"25";"22";"0.000";"20";"0";"74977";
"2025-12-11 06:35:00";"64";"25";"22";"0.000";"26";"0";"94213";
"2025-12-11 06:40:00";"80";"26";"22";"0.000";"32";"0";"118224";
"2025-12-11 06:45:00";"100";"27";"22";"0.000";"41";"0";"148322";
"2025-12-11 06:50:00";"116";"27";"22";"0.000";"50";"0";"183253";
"2025-12-11 06:55:00";"124";"28";"23";"0.000";"61";"0";"220559";
"2025-12-11 07:00:00";"123";"28";"23";"0.000";"71";"0";"257742";
"2025-12-11 07:05:00";"133";"28";"23";"0.000";"82";"0";"297744";
"2025-12-11 07:10:00";"145";"28";"23";"0.000";"94";"0";"341542";
"2025-12-11 07:15:00";"157";"29";"23";"0.000";"107";"0";"388786";
"2025-12-11 07:20:00";"180";"30";"24";"0.000";"123";"0";"442833";
"2025-12-11 07:25:00";"208";"31";"24";"0.000";"140";"0";"505438";
"2025-12-11 07:30:00";"229";"31";"24";"0.000";"159";"0";"573923";
"2025-12-11 07:35:00";"247";"32";"25";"0.000";"180";"0";"648372";
"2025-12-11 07:40:00";"265";"34";"26";"0.000";"202";"0";"728123";
"2025-12-11 07:45:00";"317";"35";"26";"0.000";"228";"0";"823012";
"2025-12-11 07:50:00";"342";"37";"27";"0.000";"257";"0";"925816";
"2025-12-11 07:55:00";"360";"38";"27";"0.000";"287";"0";"1034292";
"2025-12-11 08:00:00";"375";"39";"28";"0.000";"318";"0";"1146927";
"2025-12-11 08:05:00";"364";"39";"28";"0.000";"348";"0";"1255764";
"2025-12-11 08:10:00";"432";"40";"28";"0.000";"384";"0";"1385472";
"2025-12-11 08:15:00";"463";"42";"28";"0.000";"423";"0";"1524505";
"2025-12-11 08:20:00";"509";"43";"29";"0.000";"465";"0";"1677437";
"2025-12-11 08:25:00";"376";"42";"29";"0.000";"497";"0";"1790464";
"2025-12-11 08:30:00";"342";"39";"29";"0.000";"525";"0";"1892926";
"2025-12-11 08:35:00";"421";"40";"29";"0.000";"561";"0";"2019921";
"2025-12-11 08:40:00";"396";"40";"29";"0.000";"594";"0";"2138789";
"2025-12-11 08:45:00";"488";"41";"29";"0.000";"634";"0";"2284831";
"2025-12-11 08:50:00";"532";"44";"30";"0.000";"679";"0";"2445114";
"2025-12-11 08:55:00";"564";"45";"31";"0.000";"726";"0";"2613908";
"2025-12-11 09:00:00";"566";"45";"31";"0.000";"773";"0";"2783784";
"2025-12-11 09:05:00";"590";"47";"31";"0.000";"822";"0";"2961056";
"2025-12-11 09:10:00";"604";"49";"32";"0.000";"873";"0";"3142972";
"2025-12-11 09:15:00";"634";"49";"33";"0.000";"925";"0";"3332677";
"2025-12-11 09:20:00";"637";"50";"34";"0.000";"978";"0";"3523896";
"2025-12-11 09:25:00";"612";"51";"34";"0.000";"1030";"0";"3708265";
"2025-12-11 09:30:00";"677";"52";"34";"0.000";"1086";"0";"3911451";
"2025-12-11 09:35:00";"699";"52";"34";"0.000";"1144";"0";"4120496";
"2025-12-11 09:40:00";"732";"51";"33";"0.000";"1205";"0";"4340351";
"2025-12-11 09:45:00";"737";"52";"33";"0.000";"1267";"0";"4561480";
"2025-12-11 09:50:00";"763";"53";"34";"0.000";"1330";"0";"4790453";
"2025-12-11 09:55:00";"737";"52";"34";"0.000";"1392";"0";"5012517";
"2025-12-11 10:00:00";"749";"51";"34";"0.000";"1454";"0";"5236501";
"2025-12-11 10:05:00";"759";"52";"34";"0.000";"1518";"0";"5465042";
"2025-12-11 10:10:00";"569";"49";"34";"0.000";"1565";"0";"5635325";
"2025-12-11 10:15:00";"517";"45";"33";"0.000";"1608";"0";"5790632";
"2025-12-11 10:20:00";"885";"47";"33";"0.000";"1682";"0";"6056226";
"2025-12-11 10:25:00";"913";"53";"33";"0.000";"1758";"0";"6331052";
"2025-12-11 10:30:00";"894";"55";"35";"0.000";"1833";"0";"6599363";
"2025-12-11 10:35:00";"930";"57";"36";"0.000";"1910";"0";"6877637";
"2025-12-11 10:40:00";"930";"58";"36";"0.000";"1988";"0";"7156837";
"2025-12-11 10:45:00";"933";"58";"36";"0.000";"2066";"0";"7437765";
"2025-12-11 10:50:00";"941";"58";"37";"0.000";"2144";"0";"7720348";
"2025-12-11 10:55:00";"931";"60";"38";"0.000";"2222";"0";"7999697";
"2025-12-11 11:00:00";"940";"60";"37";"0.000";"2300";"0";"8281799";
"2025-12-11 11:05:00";"949";"60";"37";"0.000";"2379";"0";"8566568";
"2025-12-11 11:10:00";"967";"61";"39";"0.000";"2460";"0";"8856671";
"2025-12-11 11:15:00";"966";"62";"39";"0.000";"2540";"0";"9145790";
"2025-12-11 11:20:00";"969";"61";"38";"0.000";"2621";"0";"9437502";
"2025-12-11 11:25:00";"972";"59";"37";"0.000";"2702";"0";"9728373";
"2025-12-11 11:30:00";"920";"58";"36";"0.000";"2779";"0";"10004647";
"2025-12-11 11:35:00";"984";"59";"38";"0.000";"2861";"0";"10299792";
"2025-12-11 11:40:00";"1017";"61";"38";"0.000";"2945";"0";"10605018";
"2025-12-11 11:45:00";"967";"60";"38";"0.000";"3026";"0";"10896301";
"2025-12-11 11:50:00";"1026";"60";"38";"0.000";"3112";"0";"11203358";
"2025-12-11 11:55:00";"973";"61";"38";"0.000";"3193";"0";"11495528";
"2025-12-11 12:00:00";"493";"53";"37";"0.000";"3234";"0";"11644391";
"2025-12-11 12:05:00";"949";"54";"37";"0.000";"3313";"0";"11928399";
"2025-12-11 12:10:00";"937";"57";"36";"0.000";"3391";"0";"12209401";
"2025-12-11 12:15:00";"822";"57";"36";"0.000";"3460";"0";"12456980";
"2025-12-11 12:20:00";"346";"52";"38";"0.000";"3489";"0";"12560808";
"2025-12-11 12:25:00";"722";"51";"37";"0.000";"3549";"0";"12777233";
"2025-12-11 12:30:00";"851";"54";"37";"0.000";"3620";"0";"13032872";
"2025-12-11 12:35:00";"726";"58";"37";"0.000";"3680";"0";"13250253";
"2025-12-11 12:40:00";"744";"55";"39";"0.000";"3742";"0";"13474244";
"2025-12-11 12:45:00";"659";"56";"38";"0.000";"3797";"0";"13671696";
"2025-12-11 12:50:00";"377";"48";"37";"0.000";"3829";"0";"13784480";
"2025-12-11 12:55:00";"897";"51";"36";"0.000";"3904";"0";"14054519";
"2025-12-11 13:00:00";"880";"57";"37";"0.000";"3977";"0";"14318491";
"2025-12-11 13:05:00";"848";"58";"39";"0.000";"4048";"0";"14572877";
"2025-12-11 13:10:00";"659";"54";"39";"0.000";"4102";"0";"14770139";
"2025-12-11 13:15:00";"926";"57";"39";"0.000";"4180";"0";"15048098";
"2025-12-11 13:20:00";"815";"57";"39";"0.000";"4248";"0";"15292945";
"2025-12-11 13:25:00";"467";"53";"38";"0.000";"4287";"0";"15433720";
"2025-12-11 13:30:00";"299";"46";"36";"0.000";"4312";"0";"15523452";
"2025-12-11 13:35:00";"266";"42";"35";"0.000";"4334";"0";"15603001";
"2025-12-11 13:40:00";"235";"40";"34";"0.000";"4353";"0";"15673545";
"2025-12-11 13:45:00";"212";"39";"33";"0.000";"4371";"0";"15737408";
"2025-12-11 13:50:00";"214";"39";"33";"0.000";"4389";"0";"15801513";
"2025-12-11 13:55:00";"204";"38";"32";"0.000";"4406";"0";"15863049";
"2025-12-11 14:00:00";"161";"36";"31";"0.000";"4419";"0";"15911546";
"2025-12-11 14:05:00";"111";"33";"30";"0.000";"4429";"0";"15944953";
"2025-12-11 14:10:00";"96";"32";"29";"0.000";"4437";"0";"15973765";
"2025-12-11 14:15:00";"95";"29";"28";"0.000";"4445";"0";"16002327";
"2025-12-11 14:20:00";"96";"27";"26";"0.000";"4453";"0";"16031139";
"2025-12-11 14:25:00";"94";"27";"26";"0.000";"4460";"0";"16059457";
"2025-12-11 14:30:00";"81";"27";"26";"0.000";"4467";"0";"16083809";
"2025-12-11 14:35:00";"74";"27";"26";"0.000";"4473";"0";"16106027";
"2025-12-11 14:40:00";"80";"27";"26";"0.000";"4480";"0";"16130200";
"2025-12-11 14:45:00";"96";"27";"26";"0.000";"4488";"0";"16159252";
"2025-12-11 14:50:00";"106";"27";"26";"0.000";"4497";"0";"16191327";
"2025-12-11 14:55:00";"114";"27";"26";"0.000";"4507";"0";"16225673";
"2025-12-11 15:00:00";"103";"27";"26";"0.000";"4515";"0";"16256572";
"2025-12-11 15:05:00";"103";"27";"25";"0.000";"4524";"0";"16287491";
"2025-12-11 15:10:00";"80";"27";"25";"0.000";"4531";"0";"16311731";
"2025-12-11 15:15:00";"47";"26";"25";"0.000";"4534";"0";"16325949";
"2025-12-11 15:20:00";"34";"25";"24";"0.000";"4537";"0";"16336209";
"2025-12-11 15:25:00";"16";"25";"24";"0.000";"4539";"0";"16341159";
"2025-12-11 15:30:00";"10";"23";"24";"0.000";"4540";"0";"16344279";
"2025-12-11 15:35:00";"11";"23";"24";"0.000";"4541";"0";"16347699";
"2025-12-11 15:40:00";"14";"23";"24";"0.000";"4542";"0";"16352167";
"2025-12-11 15:45:00";"19";"22";"24";"0.000";"4543";"0";"16358031";
"2025-12-11 15:50:00";"18";"22";"24";"0.000";"4545";"0";"16363450";
"2025-12-11 15:55:00";"14";"22";"24";"0.000";"4546";"0";"16367740";
"2025-12-11 16:00:00";"12";"22";"24";"0.000";"4547";"0";"16371460";
"2025-12-11 16:05:00";"11";"22";"23";"0.000";"4548";"0";"16374804";
"2025-12-11 16:10:00";"7";"22";"23";"0.000";"4549";"0";"16377083";
"2025-12-11 16:15:00";"5";"22";"23";"0.000";"4549";"0";"16378593";
"2025-12-11 16:20:00";"4";"22";"23";"0.000";"4549";"0";"16379824";
"2025-12-11 16:25:00";"4";"22";"23";"0.000";"4550";"0";"16381028";
"2025-12-11 16:30:00";"4";"21";"22";"0.000";"4550";"0";"16382224";
"2025-12-11 16:35:00";"3";"21";"22";"0.000";"4550";"0";"16383155";
"2025-12-11 16:40:00";"3";"21";"22";"0.000";"4551";"0";"16384073";
"2025-12-11 16:45:00";"4";"21";"22";"0.000";"4551";"0";"16385273";
"2025-12-11 16:50:00";"4";"21";"21";"0.000";"4551";"0";"16386473";
"2025-12-11 16:55:00";"3";"21";"21";"0.000";"4552";"0";"16387385";
"2025-12-11 17:00:00";"2";"21";"21";"0.000";"4552";"0";"16388124";
"2025-12-11 17:05:00";"3";"21";"21";"0.000";"4552";"0";"16389021";
"2025-12-11 17:10:00";"3";"20";"21";"0.000";"4552";"0";"16389921";
"2025-12-11 17:15:00";"3";"21";"21";"0.000";"4553";"0";"16390821";
"2025-12-11 17:20:00";"3";"21";"21";"0.000";"4553";"0";"16391860";
"2025-12-11 17:25:00";"3";"21";"21";"0.000";"4553";"0";"16392999";
"2025-12-11 17:30:00";"3";"21";"21";"0.000";"4553";"0";"16393896";
"2025-12-11 17:35:00";"3";"21";"21";"0.000";"4554";"0";"16394796";
"2025-12-11 17:40:00";"3";"21";"21";"0.000";"4554";"0";"16395696";
"2025-12-11 17:45:00";"2";"21";"21";"0.000";"4554";"0";"16396357";
"2025-12-11 17:50:00";"1";"21";"21";"0.000";"4554";"0";"16396823";
"2025-12-11 17:55:00";"1";"21";"21";"0.000";"4554";"0";"16397123";
"2025-12-11 18:00:00";"1";"21";"21";"0.000";"4554";"0";"16397423";
"2025-12-11 18:05:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 18:10:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 18:15:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 18:20:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
"2025-12-11 18:25:00";"0";"21";"21";"0.000";"4554";"0";"16397512";
