DateTime,PV,Grid,Load,LoadRaw,GridRaw,LoadEqRaw
19-05-2020 16:30,82900.875,671599.125,754500,5030,671599.125,754500
19-05-2020 16:45,66968.42857,536181.5714,603150,4021,536181.5714,603150
19-05-2020 17:00,48030.75,648869.25,696900,4646,648869.25,696900
19-05-2020 17:15,32798.14286,651501.8571,684300,4562,651501.8571,684300
19-05-2020 17:30,22507.625,653692.375,676200,4508,653692.375,676200
19-05-2020 17:45,9634.714286,658465.2857,668100,4454,658465.2857,668100
19-05-2020 18:00,18,674982,675000,4500,674982,675000
19-05-2020 18:15,0,422550,422550,2817,422550,422550
19-05-2020 18:30,0,423150,423150,2821,423150,423150
19-05-2020 18:45,0,386700,386700,2578,386700,386700
19-05-2020 19:00,0,313350,313350,2089,313350,313350
19-05-2020 19:15,0,299100,299100,1994,299100,299100
19-05-2020 19:30,0,304050,304050,2027,304050,304050
19-05-2020 19:45,0,289500,289500,1930,289500,289500
19-05-2020 20:00,0,294600,294600,1964,294600,294600
19-05-2020 20:15,0,295350,295350,1969,295350,295350
19-05-2020 20:30,0,296550,296550,1977,296550,296550
19-05-2020 20:45,0,298200,298200,1988,298200,298200
19-05-2020 21:00,0,287250,287250,1915,287250,287250
19-05-2020 21:15,0,290400,290400,1936,290400,290400
19-05-2020 21:30,0,287100,287100,1914,287100,287100
19-05-2020 21:45,0,394950,394950,2633,394950,394950
19-05-2020 22:00,0,346950,346950,2313,346950,346950
19-05-2020 22:15,0,313500,313500,2090,313500,313500
19-05-2020 22:30,0,402750,402750,2685,402750,402750
19-05-2020 22:45,0,365700,365700,2438,365700,365700
19-05-2020 23:00,0,270600,270600,1804,270600,270600
19-05-2020 23:15,0,332550,332550,2217,332550,332550
19-05-2020 23:30,0,272850,272850,1819,272850,272850
19-05-2020 23:45,0,273150,273150,1821,273150,273150
20-05-2020 00:00,0,263400,263400,1756,263400,263400
20-05-2020 00:15,0,333000,333000,2220,333000,333000
20-05-2020 00:30,0,264000,264000,1760,264000,264000
20-05-2020 00:45,0,271500,271500,1810,271500,271500
20-05-2020 01:00,0,273000,273000,1820,273000,273000
20-05-2020 01:15,0,271950,271950,1813,271950,271950
20-05-2020 01:30,0,273750,273750,1825,273750,273750
20-05-2020 01:45,0,384600,384600,2564,384600,384600
20-05-2020 02:00,0,262500,262500,1750,262500,262500
20-05-2020 02:15,0,262200,262200,1748,262200,262200
20-05-2020 02:30,0,289950,289950,1933,289950,289950
20-05-2020 02:45,0,270900,270900,1806,270900,270900
20-05-2020 03:00,0,288750,288750,1925,288750,288750
20-05-2020 03:15,0,327000,327000,2180,327000,327000
20-05-2020 03:30,0,277350,277350,1849,277350,277350
20-05-2020 03:45,0,261900,261900,1746,261900,261900
20-05-2020 04:00,0,287700,287700,1918,287700,287700
20-05-2020 04:15,0,327300,327300,2182,327300,327300
20-05-2020 04:30,0,286650,286650,1911,286650,286650
20-05-2020 04:45,0,271350,271350,1809,271350,271350
20-05-2020 05:00,0,296400,296400,1976,296400,296400
20-05-2020 05:15,0,225300,225300,1502,225300,225300
20-05-2020 05:30,0,154350,154350,1029,154350,154350
20-05-2020 05:45,0,165300,165300,1102,165300,165300
20-05-2020 06:00,2225.857143,295074.1429,297300,1982,295074.1429,297300
20-05-2020 06:15,9490.553571,283759.4464,293250,1955,283759.4464,293250
20-05-2020 06:30,15588.80357,469811.1964,485400,3236,469811.1964,485400
20-05-2020 06:45,21262.35714,325087.6429,346350,2309,325087.6429,346350
20-05-2020 07:00,35721.5,112928.5,148650,991,112928.5,148650
20-05-2020 07:15,55237.60714,126262.3929,181500,1210,126262.3929,181500
20-05-2020 07:30,75476.57143,109173.4286,184650,1231,109173.4286,184650
20-05-2020 07:45,94528.625,165121.375,259650,1731,165121.375,259650
20-05-2020 08:00,114844.0893,155305.9107,270150,1801,155305.9107,270150
20-05-2020 08:15,129962.625,169137.375,299100,1994,169137.375,299100
20-05-2020 08:30,149227.5179,94672.48214,243900,1626,94672.48214,243900
20-05-2020 08:45,153696.125,98603.875,252300,1682,98603.875,252300
20-05-2020 09:00,173085.2857,55514.71429,228600,1524,55514.71429,228600
20-05-2020 09:15,185002.8393,44647.16072,229650,1531,44647.16072,229650
20-05-2020 09:30,191898.2321,38801.76786,230700,1538,38801.76786,230700
20-05-2020 09:45,210226.3929,8323.607141,218550,1457,8323.607141,218550
20-05-2020 10:00,224394.9822,12305.01785,236700,1578,12305.01785,236700
20-05-2020 10:15,241515.6786,24884.32143,266400,1776,24884.32143,266400
20-05-2020 10:30,240522.3571,2927.64286,243450,1623,2927.64286,243450
20-05-2020 10:45,242660.4107,59289.5893,301950,2013,59289.5893,301950
20-05-2020 11:00,253123.5,21976.5,275100,1834,21976.5,275100
20-05-2020 11:15,265878.4107,28871.58928,294750,1965,28871.58928,294750
20-05-2020 11:30,275921.8214,-13271.82143,262650,1751,-13271.82143,262650
20-05-2020 11:45,269093.1607,95706.8393,364800,2432,95706.8393,364800
20-05-2020 12:00,278431.6429,-7831.64287,270600,1804,-7831.64287,270600
20-05-2020 12:15,282200.7857,-3500.7857,278700,1858,-3500.7857,278700
20-05-2020 12:30,280843.8393,13006.16072,293850,1959,13006.16072,293850
20-05-2020 12:45,279474.25,5675.75,285150,1901,5675.75,285150
20-05-2020 13:00,254341.5357,17158.4643,271500,1810,17158.4643,271500
20-05-2020 13:15,267673.9667,2626.03334,270300,1802,2626.03334,270300
20-05-2020 17:30,40675,274175,314850,2099,274175,314850
20-05-2020 17:45,34105.92857,224044.0714,258150,1721,224044.0714,258150
20-05-2020 18:00,18219.92857,240680.0714,258900,1726,240680.0714,258900
20-05-2020 18:15,7915,310385,318300,2122,310385,318300
20-05-2020 18:30,1118.589286,256281.4107,257400,1716,256281.4107,257400
20-05-2020 18:45,0,230700,230700,1538,230700,230700
20-05-2020 19:00,0,237600,237600,1584,237600,237600
20-05-2020 19:15,0,223050,223050,1487,223050,223050
20-05-2020 19:30,0,220650,220650,1471,220650,220650
20-05-2020 19:45,0,229350,229350,1529,229350,229350
20-05-2020 20:00,0,228750,228750,1525,228750,228750
20-05-2020 20:15,0,229800,229800,1532,229800,229800
20-05-2020 20:30,0,235650,235650,1571,235650,235650
20-05-2020 20:45,0,249900,249900,1666,249900,249900
20-05-2020 21:00,0,496200,496200,3308,496200,496200
20-05-2020 21:15,0,524250,524250,3495,524250,524250
20-05-2020 21:30,0,561300,561300,3742,561300,561300
20-05-2020 21:45,0,548850,548850,3659,548850,548850
20-05-2020 22:00,0,552300,552300,3682,552300,552300
20-05-2020 22:15,0,574200,574200,3828,574200,574200
20-05-2020 22:30,0,671850,671850,4479,671850,671850
20-05-2020 22:45,0,636750,636750,4245,636750,636750
21-05-2020 00:00,0,328350,328350,2189,328350,328350
21-05-2020 00:15,0,329250,329250,2195,329250,329250
21-05-2020 00:30,0,339900,339900,2266,339900,339900
21-05-2020 00:45,0,413700,413700,2758,413700,413700
21-05-2020 01:00,0,407700,407700,2718,407700,407700
21-05-2020 01:15,0,358350,358350,2389,358350,358350
21-05-2020 01:30,0,330900,330900,2206,330900,330900
21-05-2020 01:45,0,330750,330750,2205,330750,330750
21-05-2020 02:00,0,328200,328200,2188,328200,328200
21-05-2020 02:15,0,338250,338250,2255,338250,338250
21-05-2020 02:30,0,404550,404550,2697,404550,404550
21-05-2020 02:45,0,338250,338250,2255,338250,338250
21-05-2020 03:00,0,328800,328800,2192,328800,328800
21-05-2020 03:15,0,329400,329400,2196,329400,329400
21-05-2020 03:30,0,329400,329400,2196,329400,329400
21-05-2020 03:45,0,339300,339300,2262,339300,339300
21-05-2020 04:00,0,355500,355500,2370,355500,355500
21-05-2020 04:15,0,338100,338100,2254,338100,338100
21-05-2020 04:30,0,354600,354600,2364,354600,354600
21-05-2020 04:45,0,327600,327600,2184,327600,327600
21-05-2020 05:00,0,344400,344400,2296,344400,344400
21-05-2020 05:15,0,327300,327300,2182,327300,327300
21-05-2020 05:30,0,217950,217950,1453,217950,217950
21-05-2020 05:45,0,219450,219450,1463,219450,219450
21-05-2020 06:00,4856.428572,214593.5714,219450,1463,214593.5714,219450
21-05-2020 06:15,12535.92857,263314.0714,275850,1839,263314.0714,275850
21-05-2020 06:30,19705.73214,189694.2679,209400,1396,189694.2679,209400
21-05-2020 06:45,26140.25,178759.75,204900,1366,178759.75,204900
21-05-2020 07:00,35307.44643,178742.5536,214050,1427,178742.5536,214050
21-05-2020 07:15,77813.89286,160536.1071,238350,1589,160536.1071,238350
21-05-2020 07:30,99356.07143,142593.9286,241950,1613,142593.9286,241950
21-05-2020 07:45,96299.42857,207600.5714,303900,2026,207600.5714,303900
21-05-2020 08:00,110637.5357,112562.4643,223200,1488,112562.4643,223200
21-05-2020 08:15,103632.5607,150167.4393,253800,1692,150167.4393,253800
21-05-2020 08:30,57482.21429,246567.7857,304050,2027,246567.7857,304050
21-05-2020 08:45,84887.4881,161262.5119,246150,1641,161262.5119,246150
21-05-2020 09:00,112328.1714,117321.8286,229650,1531,117321.8286,229650
21-05-2020 09:15,124451.4107,126198.5893,250650,1671,126198.5893,250650
21-05-2020 09:30,141311.9643,90288.03571,231600,1544,90288.03571,231600
21-05-2020 09:45,118421.6429,118878.3571,237300,1582,118878.3571,237300
21-05-2020 10:00,151447.3036,66052.69643,217500,1450,66052.69643,217500
21-05-2020 10:15,207550.8214,135349.1786,342900,2286,135349.1786,342900
21-05-2020 10:30,125350.5893,197599.4107,322950,2153,197599.4107,322950
21-05-2020 10:45,185545.1786,139654.8214,325200,2168,139654.8214,325200
21-05-2020 11:00,177744.5893,147455.4107,325200,2168,147455.4107,325200
21-05-2020 11:15,169112.0071,143487.9929,312600,2084,143487.9929,312600
21-05-2020 11:30,279968.994,36981.00596,316950,2113,36981.00596,316950
21-05-2020 11:45,275556.5536,41093.44643,316650,2111,41093.44643,316650
21-05-2020 12:00,283826.625,44223.375,328050,2187,44223.375,328050
21-05-2020 12:15,221449.3393,104050.6607,325500,2170,104050.6607,325500
21-05-2020 12:30,207784.1786,136915.8214,344700,2298,136915.8214,344700
21-05-2020 12:45,248848.6786,86101.32143,334950,2233,86101.32143,334950
21-05-2020 13:00,235013.6191,111486.381,346500,2310,111486.381,346500
21-05-2020 13:15,246269.0536,73530.94642,319800,2132,73530.94642,319800
21-05-2020 13:30,240790.4822,77809.51784,318600,2124,77809.51784,318600
21-05-2020 13:45,198059.9821,122640.0179,320700,2138,122640.0179,320700
21-05-2020 14:00,218127.4464,102272.5536,320400,2136,102272.5536,320400
21-05-2020 14:15,184814.0893,138585.9107,323400,2156,138585.9107,323400
21-05-2020 14:30,238468.7857,358681.2143,597150,3981,358681.2143,597150
21-05-2020 14:45,230378.3036,387021.6964,617400,4116,387021.6964,617400
21-05-2020 15:00,210988.1607,38911.83929,249900,1666,38911.83929,249900
21-05-2020 15:15,142292.6071,112707.3929,255000,1700,112707.3929,255000
21-05-2020 15:30,94029.05357,199220.9464,293250,1955,199220.9464,293250
21-05-2020 15:45,100138.9286,225211.0714,325350,2169,225211.0714,325350
21-05-2020 16:00,70111.83929,188638.1607,258750,1725,188638.1607,258750
21-05-2020 16:15,61082.53572,199767.4643,260850,1739,199767.4643,260850
21-05-2020 16:30,49037.875,210612.125,259650,1731,210612.125,259650
21-05-2020 16:45,42450.03571,274649.9643,317100,2114,274649.9643,317100
21-05-2020 17:00,35424.01786,218375.9821,253800,1692,218375.9821,253800
21-05-2020 17:15,26301.16072,673598.8393,699900,4666,673598.8393,699900
21-05-2020 17:30,17627.35714,871722.6429,889350,5929,871722.6429,889350
21-05-2020 17:45,11269.33929,894280.6607,905550,6037,894280.6607,905550
21-05-2020 18:00,6197.732143,901602.2679,907800,6052,901602.2679,907800
21-05-2020 18:15,2459.071429,937590.9286,940050,6267,937590.9286,940050
21-05-2020 18:30,0,1013250,1013250,6755,1013250,1013250
21-05-2020 18:45,0,955800,955800,6372,955800,955800
21-05-2020 19:00,0,872850,872850,5819,872850,872850
21-05-2020 19:15,0,870300,870300,5802,870300,870300
21-05-2020 19:30,0,837150,837150,5581,837150,837150
21-05-2020 19:45,0,292950,292950,1953,292950,292950
21-05-2020 20:00,0,349650,349650,2331,349650,349650
21-05-2020 20:15,0,287550,287550,1917,287550,287550
21-05-2020 20:30,0,273300,273300,1822,273300,273300
21-05-2020 20:45,0,274800,274800,1832,274800,274800
21-05-2020 21:00,0,367200,367200,2448,367200,367200
21-05-2020 21:15,0,347400,347400,2316,347400,347400
21-05-2020 21:30,0,280800,280800,1872,280800,280800
21-05-2020 21:45,0,270900,270900,1806,270900,270900
21-05-2020 22:00,0,271050,271050,1807,271050,271050
21-05-2020 22:15,0,270750,270750,1805,270750,270750
21-05-2020 22:30,0,297750,297750,1985,297750,297750
21-05-2020 22:45,0,280200,280200,1868,280200,280200
21-05-2020 23:00,0,297000,297000,1980,297000,297000
21-05-2020 23:15,0,280950,280950,1873,280950,280950
21-05-2020 23:30,0,287400,287400,1916,287400,287400
21-05-2020 23:45,0,339000,339000,2260,339000,339000
